UID,Text,video_doorbell,gate,lock,intercom,lights,dog,police,security_camera_system,none,warning_sign,guard_ID_resident,security_screen_door
20129332,Resident has 2 nasty dogs that kept on barking. One of the dogs jumped on FI?€?s right leg. It hurts!,,,,,,1,,,,,,
20129558,Looks vacant,,,,,,,,,,,,
20129633,Need Unit owner to call into the gatehouse. No exceptions.,,1,,1,,,,,,,,
20129644,Very large pit bull was in house. Neighbors said it is vicious so if it is chained outside be cautious,,,,,,1,,,,,,
20130400,This house had two cards parked with the house looks old and all damage and broken...,,,,,,,,,,,,
20131027,RING VIDEO BELL,1,,,,,,,,,,,
20131878,ADT sign,,,,,,,,,,1,,
20133465,Front door with a bell.,1,,,,,,,,,,,
20136334,Motion lights,,,,,1,,,,,,,
20136840,Has call box and gate to enter. Need name to enter,,1,,1,,,,,,,,
20138909,Must gain access to DU with gate guard.,,1,,,,,,,,,1,
20140274,Locked entrance to apartments,,,1,,,,,,,,,
20141147,No trespassing sign,,,,,,,,,,1,,
20144083,Go through the gated (on 200 side of the building) drive through the apartment till you see 61-80 building & park on visitors & 85 is 2nd 1 floor,,1,,,,,,,,,,
20144403,Senior citizens home,,,,,,,,,,,,
20144555,There?€?s a smart camera intercom system that takes you directly to the management office.,1,,,1,,,,,,,,
20144652,Apartment buildings in alley,,,,,,,,,,,,
20144760,I need to speak to the leasing agent in order to gain access to this apartment unit.,,,,,,,,,,,1,
20144931,She has a security system,,,,,,,,1,,,,
20145570,Gate key locked,,1,1,,,,,,,,,
20145923,ADT sign,,,,,,,,,,1,,
20145956,Uniformed security,,,,,,,,,,,1,
20147093,Home is modular home on right of brick home,,,,,,,,,,,,
20147781,Security system take on the window,,,,,,,,1,,,,
20149226,Vivant Home Security Surveillance,,,,,,,,1,,,,
20150844,Sign read:,,,,,,,,,,1,,
20151126,Door without bell need to knock and knock,,,,,,,,,,,,
20152152,Soccer net in front yard,,,,,,,,,,,,
20152549,Senior Living Facility,,,,,,,,,,,,
20152969,So many decorations could not see any security if they were present,,,,,,,,,1,,,
20153478,"Deluxe neighborhood, huge house.",,,,,,,,,,,,
20153542,Iron door in front of wooden door.,,,,,,,,,,,,1
20154750,Ring video doorbell,1,,,,,,,,,,,
20155407,Ring doorbell,1,,,,,,,,,,,
20156563,"Gated, but seems to be often open.",,1,,,,,,,,,,
20156875,Door is locked on able to access without a key here or maybe somebody going through got in with a neighbor,,,1,,,,,,,,,
20157436,Gated community,,1,,,,,,,,,,
20158536,Camera doorbell,1,,,,,,,,,,,
20158860,Park on visitor parking right before turning 134 & 121 slot,,,,,,,,,,,,
20159045,Ring doorbell,1,,,,,,,,,,,
20160179,These apartments are 100% key fab entry only.,,,1,,,,,,,,,
20160663,Camera bell,1,,,,,,,,,,,
20161053,This is on an Indian reservation and they have clear no trespassing on sovereign land and any outsiders should get approval from the council,,,,,,,,,,1,,
20163361,Camera inside the front window pointing to the entry.,,,,,,,,1,,,,
20164449,Doorman calls residents,,,,,,,,,,,1,
20167998,Garage/locked entry,,,1,,,,,,,,,
20168407,It?€?s the projects,,,,,,,,,,,,
20169615,Apartment closed to cudizac,,,,,,,,,,,,
20171894,Flood lights on corner of house,,,,,1,,,,,,,
20172444,Boarded windows,,,,,,,,,,,,
20173771,Arlington Park neighborhood,,,,,,,,,,,,
20176082,A wire fence surrounds the property blocking access. There is a ramp going to the front door. Neighbor look to be low to middle income but grounds around the homes are maintained. Cannot leave a SiMY card as access is blocked.,,1,1,,,,,,,,,
20178389,Must get permission from gate guard or association to enter gated community.   There are 16 separate gates with guards.,,1,,,,,,,,,1,
20178884,Renovation,,,,,,,,,,,,
20179940,This is located in an over 55 community. There is a ramp to the door.,,,,,,,,,,,,
20180115,Building appears decrepit and abandoned. No one in any neighboring DUs to confirm.,,,,,,,,,,,,
20180171,House is 50 yards of the road,,,,,,,,,,,,
20180911,"The unit is part of a triplex. It  lies within a complex of other triplexes, all one story. Neighbors live very close to one another so it would seem everyone is aware of what is going on within the triplex.",,,,,,,,,,,,
20182100,Vacant,,,,,,,,,,,,
20183813,Building accessible only via code-locked doors.,,,1,,,,,,,,,
20184292,Locked bldg 2apts,,,1,,,,,,,,,
20184645,Beware of dog,,,,,,1,,,,,,
20185132,Not visible,,,,,,,,,1,,,
20185756,Apt is a locked bldg no access via intercom front door only. No names spits above a bar called LATaverns,,,1,,,,,,,,,
20187020,Neighborhood watch,,,,,,,,,,1,,
20187031,This bad boy is pretty well secure but at six but a 4 foot5 foot fence brick wall gated,,1,,,,,,,,,,
20187246,Home is for sale,,,,,,,,,,,,
20187655,Peep hole in door.,,,,,,,,,,,,1
20189758,Gated community,,1,,,,,,,,,,
20190343,Locked building,,,1,,,,,,,,,
20190558,Gate has locks on all doors,,1,1,,,,,,,,,
20190741,Very dilapidated buildings in a small lot within the Point Loma Nazerine College. 4 units single story connected ?€?shacks?€?,,,,,,,,,,,,
20191056,There is a camera doorbell,1,,,,,,,,,,,
20191982,Couple cars in driveway basketball goal no one,,,,,,,,,,,,
20192662,Ring camera,,,,,,,,1,,,,
20193386,Must have access code mostly.,,,1,,,,,,,,,
20196006,"Residence seems to be top third floor of Wareham Village Business Center. Need key to access via elevator, also need key at top of stairs at third floor.",,,1,,,,,,,,,
20197980,Secure building code need to enter,,,1,,,,,,,,,
20199425,Du is vacant.,,,,,,,,,,,,
20201151,Old Auburn Place neighborhood. Lots of road work and construction on streets.,,,,,,,,,,,,
20201269,All units on this block have some type of security bars including this one on its windows and lower floors,,,,,,,,,,,,
20202273,Householder said that they are involved in a neighborhood watch,,,,,,,,,,,,
20202767,Must open gate to get to front door. Toggle didn?€?t have a lock on it when I was there.,,1,,,,,,,,,,
20203072,Located on a very busy street and hidden behind privacy wall.,,1,,,,,,,,,,
20203083,Big sign no soliciting,,,,,,,,,,1,,
20205722,Callbox at the entry,,,,1,,,,,,,,
20206640,Locked iron door in front of wooden door.,,,1,,,,,,,,,
20206800,Video doorbell,1,,,,,,,,,,,
20206929,Video/Recording doorbell,1,,,,,,,,,,,
20207955,Keypad code needed to enter,,,1,,,,,,,,,
20209638,Smart door with camera,1,,,,,,,,,,,
20209779,Older man answered the door said he wasn?€?t interested never received a letter and I doubt if I could come back,,,,,,,,,,,,
20209809,"None, except that there?€?s a gate that?€?s always open anyway.",,1,,,,,,,,,,
20210159,Intercom,,,,1,,,,,,,,
20210308,This building is in a bad side of town. Can?€?t access the du,,,,,,,,,,,,
20213589,Metal rails on most doors and windows.,,,,,,,,,,,,
20214258,Lock box vacancy notice,,,1,,,,,,,,,
20215198,Warning about parking regulations.,,,,,,,,,,1,,
20215314,Must pass through a fence and security gate.,,1,,,,,,,,,,
20216050,Highly protected,,,,,,,,,,,,
20217291,Neighborhood watch sign. Police 911. No soliciting. Near entrance,,,,,,,,,,1,,
20218841,Many dogs but the have a shocker on their neck,,,,,,1,,,,,,
20220332,Vacant,,,,,,,,,,,,
20221766,Very limited street parking.,,,,,,,,,,,,
20223159,House is about 100 yards from the street,,,,,,,,,,,,
20223728,Vacant,,,,,,,,,,,,
20224174,"Sign indicating residents only, sign stating no soliciting.",,,,,,,,,,1,,
20225382,There are barking dogs inside the house.,,,,,,1,,,,,,
20225564,Rental units,,,,,,,,,,,,
20226233,Needs to walk on the little alley to get to this unit. Very limited street parking.,,,,,,,,,,,,
20227377,Nice motorboat in front of house. Grass very green. Near end of street cul de sac,,,,,,,,,,,,
20227474,There is a gate code box,,1,,,,,,,,,,
20227797,Garage door open. Lots of junk inside,,,,,,,,,,,,
20228808,This unit is in bldg 7101-12,,,,,,,,,,,,
20229544,Video doorbell,1,,,,,,,,,,,
20230775,Sign saying violators would be prosecuted.,,,,,,,,,,1,,
20232094,Warning about firearms.,,,,,,,,,,1,,
20232276,Ring door bell is the other.,1,,,,,,,,,,,
20232317,Iron security door.,,,,,,,,,,,,1
20232384,No trespassing,,,,,,,,,,1,,
20232630,Lawn not kept up,,,,,,,,,,,,
20233127,This is a large community of 1 Story 4plexes. There are signs posted around the community that there are surveillance cameras in the neighborhood,,,,,,,,,,1,,
20233826,Vacant,,,,,,,,,,,,
20234904,There?€?s a barking dog inside the unit.,,,,,,1,,,,,,
20234959,This looks like is under construction has two work order on the front door.,,,,,,,,,,,,
20235101,"Boarded up home. Dogs present, no trespassing sign on front door. Bags over boards on windows",,,,,,1,,,,,,
20235219,Must speak with gate guard to gain access.,,1,,,,,,,,,1,
20236193,Wrought iron door in front of front door,,,,,,,,,,,,1
20236579,There is some mattress and cardboard boxes in the lawn and driveway,,,,,,,,,,,,
20237550,Doors open on street at small yard.,,,,,,,,,,,,
20237903,"Senior living housing, and secured.",,,,,,,,,,,,
20239255,It?€?s a locked apartment complex.,,,1,,,,,,,,,
20239589,Did not feel safe with Mr. Barnes,,,,,,,,,,,,
20239794,There?€?s an O-ring doorbell at the door.,1,,,,,,,,,,,
10000692,Door light.,,,,,1,,,,,,,
10001918,This is a locked building. Knocked on door no answer.,,,1,,,,,,,,,
10004326,Looks vacant,,,,,,,,,,,,
10006333,Vacant property,,,,,,,,,,,,
10006742,Keyless entry.,,,,,,,,,,,,
10009086,Key code box on entryway. Door was ajar so I was able to enter .,,,1,,,,,,,,,
10010068,Lamppost in the yard.,,,,,1,,,,,,,
10012473,Public housing units,,,,,,,,,,,,
10019548,Building is completely vacant,,,,,,,,,,,,
10019719,Video doorbell,1,,,,,,,,,,,
10020702,Intercom works,,,,1,,,,,,,,
10022225,"6?€? high perimeter fencing with spearhead deterrence, with locked gate. All windows with bars. Front door secured with locking metal security door.",,1,1,,,,,,,,,
10025116,"HH has Ring Doorbell, 2 large dogs inside home",1,,,,,1,,,,,,
10026294,"No other indication of camera, just door bell at front door",1,,,,,,,,,,,
10026647,"No parking for visitors in entire complex, assigned parking, others towed, no parking along street on both sides of the 2 streets surrounding the complex, in process of installing lampposts outside long lines of apt. buildings that face each other because you can?€?t see building and apt. numbers and front doors easily",,,,,,,,,,,,
10034589,Entire Building is Vacant. City notices are posted on windows . They are dated 4/29/2016 !,,,,,,,,,,,,
10037555,Only 2 entrances no one uses front entrance this building has metal locked doors only and no buzzer system. Can?€?t gain entry.,,,1,,,,,,,,,
10039227,One door light.,,,,,1,,,,,,,
10040481,Uninhabited unsafe,,,,,,,,,,,,
10041097,No cameras just a regular doorbell,1,,,,,,,,,,,
10041462,Heard dog inside home,,,,,,1,,,,,,
10055595,Door camera on bell,1,,,,,,,,,,,
10057289,Security locked  mesh metal front door,,,1,,,,,,,,,
10057331,Door bell,1,,,,,,,,,,,
10058215,In front yard there is a sign that states protected by with a symbol,,,,,,,,,,1,,
10062542,Unable to access,,,,,,,,,,,,
10067774,Ring doorbell,1,,,,,,,,,,,
10071960,Controlled access with unmanned gate. Key pad and intercom system at ironed gates,,1,,1,,,,,,,,
10073610,Locked door buzzer system doesn?€?t work,,,1,1,,,,,,,,
10074862,Beware of dog sign posted on backyard fence,,,,,,,,,,1,,
10078831,Keyless entry to gain access to building,,,,,,,,,,,,
10078897,Flood lights.,,,,,1,,,,,,,
10081552,"No evidence of any security camera, heard dog bro when knocked on door. Home does not have door bell",,,,,,1,,,,,,
10082997,Screened front door had to be unlocked by owner to take the brochure and letter,,,1,,,,,,,,,1
10084681,Security screen door,,,,,,,,,,,,1
10085543,Code needed to access condo,,,1,,,,,,,,,
10087505,No trespassing and warning of guard dog and threats of physical violence should one trespass. No trespassing sign said To be or not to be.,,,,,,,,,,1,,
10089318,Flood lights.,,,,,1,,,,,,,
10089716,Video doorbell,1,,,,,,,,,,,
10098316,Multiple dogs barking aggressively inside DU.,,,,,,1,,,,,,
10101391,Ring doorbell,1,,,,,,,,,,,
10108927,Upscale gated community.,,1,,,,,,,,,,
10114131,Bldg is a rundown 2-story apt bldg. Subject DU is on 2nd floor. Had a locked metal security door in front of apt entry door.,,,1,,,,,,,,,1
10116546,"Flood lights, motion sensors and door light.",,,,,1,,,,,,,
10117646,Chain in driveway,,1,,,,,,,,,,
10124314,Locked metal security doors on all units.,,,1,,,,,,,,,
10124927,Key pad on garage door,,,1,,,,,,,,,
10125931,None noted just the sign,,,,,,,,,,1,,
10126473,Buzzer for access,,,,1,,,,,,,,
10133497,Gated apartment community,,1,,,,,,,,,,
10135987,Vacant,,,,,,,,,,,,
10136087,Gated and fenced. Beware of dog,,1,,,,1,,,,,,
10137693,?€?Ring?€? type doorbell,1,,,,,,,,,,,
10142332,Pit Bull chained on front porch and another dog in yard,,,,,,1,,,,,,
10146118,Security screen door,,,,,,,,,,,,1
10154704,Large lights on each corner of the building.,,,,,1,,,,,,,
10155257,Steel gate by apartment walkway,,1,,,,,,,,,,
10157651,Must have code for door lock. No access to intercom or phone,,,1,1,,,,,,,,
10158160,Exterior light on during the day,,,,,1,,,,,,,
10158568,Security screen door,,,,,,,,,,,,1
10161319,Had metal screen door,,,,,,,,,,,,1
10161900,This looks like privately run university apartments. Must have a door key to enter.,,,1,,,,,,,,,
10162107,"Door says, ?€?Please be sure door is closed securely behind you.?€?",,,1,,,,,,,,,
10162624,Flood lights. Door light.,,,,,1,,,,,,,
10162839,Older gentleman was in driveway and said the place was sold and he will no longer live there,,,,,,,,,,,,
10172045,"Sign posted in front of house?€?never mind the dog, beware of the owner?€? no visible camera. Home sits on the corner of E Buchanan. Gray with black trim",,,,,,,,,,1,,
10173866,These are apartments for senior independent living. No problem walking in during the day. There is a keypad with numbers that is possibly activated at night.,,,1,,,,,,,,,
10179983,No trespassing sign,,,,,,,,,,1,,
10187416,Resident has 2 large dogs that guard the home. Home has a bay window where the dogs bark and shakes the windows when approaching porch,,,,,,1,,,,,,
10188129,No entry. Farm property with old mobile home. Only 1 gate secured with heavy chain & lock. Guard Dogs on duty posted.,,1,1,,,1,,,,,1,
10190052,Gated community,,1,,,,,,,,,,
10191709,"Assigned parking, others towed; peepholes in front door; exterior lighting on building and in carports",,,,,1,,,,,1,,1
10192865,Fence and gate installed around entire complex but gate appeared permanently open,,1,,,,,,,,,,
10194054,No issues with access,,,,,,,,,,,,
10194441,"flood lights over garage, front door lock requires digital code",,,1,,1,,,,,,,
10196027,Outdoor lighting with motion detection,,,,,1,,,,,,,
10197558,There is an open barricade on street entering this apartment area . It was in the open position so I could enter. Did not see a guard on call box. Unsure if it?€?s for these apartments or the Golf Course across the street ? If it were closed there would be no access to these apartments.,,1,,1,,,,,,,,
10198487,Resident had ring camera and dog inside.,,,,,,1,,1,,,,
10201699,2-story apt bldg,,,,,,,,,,,,
10203394,Heard a dog,,,,,,1,,,,,,
10204159,Front security screen,,,,,,,,,,,,1
10209615,Buzzer list names and no apartment numbers,,,,1,,,,,,,,
